SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
002648.SZ,002648,卫星化学,10192862,通用,2026-03-31 00:00:00,一季报,2026一季报,058001001,2026-04-14 00:00:00,2026-04-14 00:00:00,CNY,13292707793.87,,,,,,,,,,,,38749230.92,246587525.81,,0.0,13578044550.6,10049685491.52,,,,,,438332390.62,211367683.01,667701701.27,,0.0,11367087266.42,,0.0,2210957284.18,,78816701.36,,,,348701145.4,,0.0,427517846.76,264236183.84,3062886.58,,,,250333758.22,,0.0,517632828.64,,0.0,-90114981.88,,,552550000.0,,470087117.9,,0.0,1022637117.9,455800000.0,55855933.2,,,544357133.39,,,0.0,1056013066.59,,0.0,-33375948.69,29856159.08,,0.0,2117322512.69,4672463078.08,,0.0,6789785590.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6772345949,,,,,,,,,,,,0.7369178663,-18.978567125,,,-4.967296142,-12.3705345977,,,,,,-9.6633505483,-54.6113337597,147.32679478,,,-10.4196091735,,,38.3143704729,,-5.7341313803,,,,,,,411.1875052752,-35.1613027694,-99.6656237358,,,,6051.3758507962,,,-61.0098238951,,,92.7558311361,,,55.0882589866,,156.4095411714,,,89.5121881815,-49.5112081286,-29.7826479332,,,-14.3679602289,,,,-34.7340416777,,,96.905048182,158.7610283738,,,373.3180998019,-44.2146746987,,,-10.6738693226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2025-12-31 00:00:00,年报,2025年报,058001001,2026-03-24 00:00:00,2026-03-24 00:00:00,CNY,49118668691.21,,,,,,,,,,,,193864528.72,693835696.13,,0.0,50006368916.06,36509902802.63,,,,,,1371431928.19,1992900422.41,525248360.07,,0.0,40399483513.3,,0.0,9606885402.76,276522251.17,525161824.82,8880290.56,,,109850973.92,,0.0,920415340.47,2659649731.12,233169010.62,,,,2079879269.96,,0.0,4972698011.7,,0.0,-4052282671.23,,,1622591000.0,,2331835878.11,,0.0,3954426878.11,6887110870.96,1921750125.4,,,4312526638.82,,,0.0,13121387635.18,,0.0,-9166960757.07,-90971370.2,,0.0,-3703329395.74,8375792473.82,,0.0,4672463078.08,5305340636.39,81751591.48,4721500254.86,4721500254.86,,50628121.86,320182496.97,,,,-10286990.35,10162466.91,727693189.02,1038831480.6,230511088.56,-30009874.32,-11546790.95,-18463083.37,,-825138588.46,-3709615078.86,1688984615.5,6349992.6,,0.0,9606885402.76,,,,,4672463078.08,8375792473.82,,,,,-3703329395.74,-2.7166176121,,,,,,,,,,,,-35.6840885113,-13.0401906764,,,-3.0689020909,-2.1974657696,,,,,,4.8539414916,17.2255062252,-20.5364824774,,,-1.462791996,,,-9.286735179,629.4024331666,35.568701349,-33.3984199978,,,108676.1567154942,,,109.7946009846,-15.2965494033,3.3805398868,,,,12188.5167373653,,,47.0158008685,,,-37.6594026022,,,-82.6790929524,,212.3476369225,,,-60.9028818041,-39.7027204549,8.986978348,,,85.0860586229,,,,-15.428941161,,,-69.7317232407,-147.4179372129,,,-267.6425235315,35.8222841254,,,-44.2146746987,-12.4814210836,-72.9149133505,6.3507670815,6.3507670815,,9.187230152,34.0067693041,,,,-1193978.9727219965,124.5645528327,374.0573533811,-11.091483733,169.4269373541,-132.2542255299,64.6188316702,-114.6908893592,,-322.0730156259,-21.1054206584,1.0605603519,105.9164295271,,,-9.286735179,,,,,-44.2146746987,35.8222841254,,,,,-267.6425235315,标准无保留意见,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-25 00:00:00,2025-10-25 00:00:00,CNY,37428737745.56,,,,,,,,,,,,68792164.71,1361638827.09,,0.0,38859168737.36,29432224389.34,,,,,,1034778482.86,680978095.04,1089999940.91,,0.0,32237980908.15,,0.0,6621187829.21,22130000.0,263061130.3,497223.42,,,87033736.41,,0.0,372722090.13,873835747.4,169347880.52,,,,296276740.29,,0.0,1339460368.21,,0.0,-966738278.08,,,1022591000.0,,646487695.04,,0.0,1669078695.04,5009425487.0,1886871037.24,,,1799978356.97,,,0.0,8696274881.21,,0.0,-7027196186.17,-65691715.27,,0.0,-1438438350.31,8375792473.82,,0.0,6937354123.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6543513413,,,,,,,,,,,,-79.911722584,94.6933754745,,,2.635217959,-0.4759054217,,,,,,5.5691193213,-40.1608436753,128.9943811314,,,0.2201571007,,,16.277983561,,6.4454055575,450.2998395219,,,198.3488671551,,,34.8514382235,-58.7932432319,240.3268523518,,,,17.085545094,,,-44.7284201625,,,54.9730510843,,,-87.8046831921,,-11.929322598,,,-81.6970283133,-42.2788850089,14.5511321178,,,5.2635870972,,,,-27.7467779836,,,-140.9328174901,42.6166031886,,,-378.7063571024,35.8222841254,,,3.8084458623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-12 00:00:00,2025-08-12 00:00:00,CNY,24900107480.42,,,,,,,,,,,,48853488.41,587729878.88,,0.0,25536690847.71,18057376601.36,,,,,,756252356.83,1349304016.79,321416774.2,,0.0,20484349749.18,,0.0,5052341098.53,22130000.0,174136989.5,427223.42,21225.89,,27261307.96,,0.0,223976746.77,595464159.35,493910657.71,,,,651087949.59,,0.0,1740462766.65,,0.0,-1516486019.88,,,737591000.0,,2041096305.1,,0.0,2778687305.1,2573863141.65,1825051228.48,,,1387221962.62,,,0.0,5786136332.75,,0.0,-3007449027.65,-58651394.07,,0.0,469754656.93,8375792473.82,,0.0,8845547130.75,2742458143.32,-4491868.03,1365543042.96,1365543042.96,,28136051.01,94874116.18,,,,-1588365.12,3037469.43,390348188.03,493461328.75,-271573639.28,-40964944.43,-93032266.17,52067321.74,,428869423.84,-772008484.29,-388659530.68,41256708.41,,0.0,5052341098.53,,,,,8845547130.75,8375792473.82,,,,,469754656.93,20.6373356439,,,,,,,,,,,,-84.2358720935,40.310421594,,,19.5020648221,3.8695845222,,,,,,10.1204233782,96.0548079566,-35.0148679362,,,6.3887669289,,,138.8807683325,,7.8023757265,534.2861257516,,,243.7359925871,,,32.1149057058,-65.2992431455,,,,,3369.7533986018,,,0.3286028616,,,3.1142053078,,,-87.0163864155,,147.4207116138,,,-57.2896493544,-58.4153988245,18.3960472151,,,5.5460316328,,,,-36.0313646692,,,-18.4322504846,-250.8775660282,,,124.080904142,35.8222841254,,,109.8092871349,33.611612901,-264.2172485032,2.688586785,2.688586785,,20.9355105484,166.8832830936,,,,,469.0532359484,72.076063922,-11.2848512032,-2238.7501864787,-224.4267605983,-12.912613022,-25.3689367619,,146.1326011881,67.275469439,-234.9551872636,63.2369313506,,,138.8807683325,,,,,109.8092871349,35.8222841254,,,,,124.080904142,,,,,943643458.43,6.3589862741
002648.SZ,002648,卫星化学,10192862,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-25 00:00:00,2026-04-14 00:00:00,CNY,13944945614.38,,,,,,,,,,,,38465769.79,304348512.56,,0.0,14287759896.73,11468386170.54,,,,,,485220996.44,465683838.1,269967393.49,,0.0,12689258398.57,,0.0,1598501498.16,,83611069.96,21225.89,,,,,0.0,83632295.85,407528520.97,916000000.0,,,,4069557.19,,0.0,1327598078.16,,0.0,-1243965782.31,,,356281000.0,,183334487.38,,0.0,539615487.38,902774622.06,79547193.9,,,635693292.89,,,0.0,1618015108.85,,0.0,-1078399621.47,-50809456.38,,0.0,-774673362.0,8375792473.82,,0.0,7601119111.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5324576091,,,,,,,,,,,,-40.5243529604,163.7464345626,,,59.1713168047,55.8303352522,,,,,,14.9750335568,166.7862949248,-24.8946584954,,,52.5965312563,,,141.911546375,,6.4241539941,-67.5221635682,,,,,,6.3626914306,-59.6556570361,,,,,-84.3510872161,,,28.1303396609,,,-29.9178835508,,,-92.5810614446,,-74.3904763976,,,-90.2211714278,-82.4041266499,-29.1074840436,,,24.5540988348,,,,-71.8761978872,,,-358.9209579255,-756.4991214789,,,-47.8472573996,35.8222841254,,,34.7056835391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-03-25 00:00:00,2026-03-24 00:00:00,CNY,50490296991.7,,,,,,,,,,,,301425454.81,797880884.89,,0.0,51589603331.4,37330221644.99,,,,,,1307945041.15,1700056998.33,660993090.22,,0.0,40999216774.69,,0.0,10590386556.71,37910793.63,387376894.22,13333453.29,,,100988.1,,0.0,438722129.24,3139954408.45,225544392.47,,,,16925389.08,,0.0,3382424190.0,,0.0,-2943702060.76,,,9367817721.88,,746551471.01,,0.0,10114369192.89,11421926367.03,1763284159.75,,,2330011601.58,,,0.0,15515222128.36,,0.0,-5400852935.47,-36768300.32,,0.0,2209063260.16,6166729213.66,,0.0,8375792473.82,6061959302.9,301832490.1,4439554489.76,4439554489.76,,46368171.25,238930091.84,,,,-861.5,4525410.08,-265525876.26,1168427417.55,85556066.08,93041683.15,-32635414.53,125677097.68,,-195496645.82,-3063128849.8,1671259895.67,3083771.71,,0.0,10590386556.71,,,,,8375792473.82,6166729213.66,,,,,2209063260.16,13.717887324,,,,,,,,,,,,-1.4047492953,41.0232139952,,,13.9570135532,8.335128873,,,,,,19.4303954048,30.7128463722,57.0596400824,,,9.992057079,,,32.4394002765,7.6175077488,2.4525785624,277.9736876835,,,-99.9718523703,,,-45.6289286363,30.4848490015,-49.2455061659,,,,16659.7856381098,,,18.6457986681,,,-44.0198912168,,,12.9883283475,,332.8089467262,,,19.506451053,36.1198500662,222.3151021882,,,-49.3165752864,,,,14.6275389368,,,-6.4861026498,-121.7190744629,,,110.4166988635,20.5174284522,,,35.8222841254,26.7197208262,2700.5048826163,97.3748026434,97.3748026434,,40.2080439295,-30.4252572995,,,,99.8153267204,-66.5999241584,-41.7102617891,17.7989581017,520.8795873186,7.0931174884,-648.6381751288,55.2895846349,,47.2276782402,-44.6011607094,177.1074199889,804.3302271533,,,32.4394002765,,,,,35.8222841254,20.5174284522,,,,,110.4166988635,标准无保留意见,,,,1725050807.51,11.7302836869
002648.SZ,002648,卫星化学,10192862,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-22 00:00:00,2025-10-25 00:00:00,CNY,36819612000.55,,,,,,,,,,,,342449296.6,699376043.88,,0.0,37861437341.03,29572963727.07,,,,,,980190504.11,1138014198.17,475994186.2,,0.0,32167162615.55,,0.0,5694274725.48,,247132442.14,90355.0,,,29171800.53,,0.0,276394597.67,2120612773.09,49760364.0,,,,253042969.61,,0.0,2423416106.7,,0.0,-2147021509.03,,,8385112220.58,,734055549.6,,0.0,9119167770.18,8678670687.1,1647186721.21,,,1709972466.84,,,0.0,12035829875.15,,0.0,-2916662104.97,-114478610.4,,0.0,516112501.08,6166729213.66,,0.0,6682841714.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6579882165,,,,,,,,,,,,-25.0169641004,32.5326714673,,,10.5193466997,11.2450778251,,,,,,21.1586231969,7.1026276793,-61.5189980213,,,8.3356367329,,,24.7209495381,,-7.1474377088,-39.9634551495,,,-91.4960157329,,,-56.8599718928,10.6610754972,-81.0364466463,,,,14.9484640424,,,1.0241123958,,,-22.1177037324,,,31.337172065,,-54.1214421277,,,14.2121165364,-0.0658847067,259.3766377108,,,12.486373376,,,,12.8757902645,,,-8.892275008,-245.8053518687,,,148.7464733686,20.4468110822,,,25.4437113216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-07-18 00:00:00,2025-08-12 00:00:00,CNY,20640465364.66,,,,,,,,,,,,309902892.82,418878278.75,,0.0,21369246536.23,17384662396.05,,,,,,686750317.18,688227965.87,494600478.59,,0.0,19254241157.69,,0.0,2115005378.54,,161533536.09,67355.0,,,7930885.49,,0.0,169531776.58,1715997613.1,,,,,18764675.03,,0.0,1734762288.13,,0.0,-1565230511.55,,,5680937708.13,,824949654.29,,0.0,6505887362.42,6189462129.96,1541479864.75,,,1314328867.85,,,0.0,9045270862.56,,0.0,-2539383500.14,38873502.28,,0.0,-1950735130.87,6166729213.66,,0.0,4215994082.79,2052559716.76,2735320.48,1329790472.06,1329790472.06,,23265334.46,35548916.77,,,,,533775.97,226846302.23,556231191.0,-11611913.1,-12626869.73,-82393156.69,69766286.96,,-929645007.64,-2359112479.4,287991546.35,25274126.43,,0.0,2115005378.54,,,,,4215994082.79,6166729213.66,,,,,-1950735130.87,-0.3351549221,,,,,,,,,,,,-29.1018036398,5.8548513239,,,-0.8051394525,2.6147348193,,,,,,20.7763385452,10.5481974827,-7.1131565907,,,3.1551006545,,,-26.4950384235,,-5.5431919861,-55.2458471761,,,-97.6025143321,,,-68.2115422023,14.763229519,,,,,-91.4404401209,,,-12.2472503139,,,-8.4282960636,,,-5.9799307091,,-48.4405499329,,,-14.8695633199,6.6944449921,368.6291511019,,,28.9238634418,,,,26.5160412687,,,-615.3465654617,418.7492116854,,,-201.9002113553,20.4468110822,,,-40.0646466876,12.465750206,,39.0478789591,39.0478789591,,17.7442975111,-76.0782050294,,,,,-94.8145099342,267.1499300909,27.8717144158,-107.2610868376,-130.1833299275,-706.650637853,34.0418203349,,-394.8020930522,-100.0620795854,154.492648485,-31.9752186568,,,-26.4950384235,,,,,-40.0646466876,20.4468110822,,,,,-201.9002113553,,,,,887224945.9,15.0082977391
002648.SZ,002648,卫星化学,10192862,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-23 00:00:00,2025-04-25 00:00:00,CNY,8796271643.48,,,,,,,,,,,,64674823.57,115394360.9,,0.0,8976340827.95,7359533785.24,,,,,,422022922.22,174553133.71,359451655.61,,0.0,8315561496.78,,0.0,660779331.17,,78563997.76,65355.0,,,,,0.0,78629352.76,1010125561.68,,,,,26005366.93,,0.0,1036130928.61,,0.0,-957501575.85,,,4802317708.13,,715884021.22,,0.0,5518201729.35,5130604228.03,112208168.7,,,510375249.66,,,0.0,5753187646.39,,0.0,-234985917.04,7739455.35,,0.0,-523968706.37,6166729213.66,,0.0,5642760507.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4296194287,,,,,,,,,,,,293.8015531594,-65.2319538119,,,-11.7269481258,-14.221896221,,,,,,33.2064220045,5.4020182708,55.1460042189,,,-10.526159127,,,-24.481346736,,3.1504832296,,,,,,,-76.4656458799,-3.1452425076,,,,,-74.6579103162,,,-9.551305536,,,-18.0001609472,,,-7.6909175058,,8.6357311967,,,-5.8553726884,157.5432704704,-25.221480833,,,604.6788184993,,,,159.7829139211,,,-106.4436274598,-95.3596711935,,,-113.5143458337,20.4468110822,,,-37.2818048333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002648.SZ,002648,卫星化学,10192862,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-03-26 00:00:00,2025-03-25 00:00:00,CNY,44399608698.17,,,,,,,,,,,,305720055.13,565779819.0,,0.0,45271108572.3,34458095018.07,,,,,,1095152567.08,1300604374.79,420854835.7,,0.0,37274706795.64,,0.0,7996401776.66,35227347.69,378103606.23,3527614.15,31264905.52,,358780120.98,,0.0,806903594.57,2406374711.3,444383098.78,,,,100988.1,,0.0,2850858798.18,,0.0,-2043955203.61,,,8290960543.35,,172489842.61,,0.0,8463450385.96,8391080625.99,547068427.07,,,4597186584.66,,,0.0,13535335637.72,,0.0,-5071885251.76,169290364.48,,0.0,1049851685.77,5116877527.89,,0.0,6166729213.66,4783753675.73,10777788.39,2249301547.26,2249301547.26,,33070977.92,343414984.47,,,,-466499.54,13549101.21,-187372370.15,991882641.73,13779816.22,86879236.81,5948440.34,80930796.47,,-370452993.73,-2118329365.25,603109038.27,-437830.38,,0.0,7996401776.66,,,,,6166729213.66,5116877527.89,,,,,1049851685.77,8.9390321399,,,,,,,,,,,,98.1921214658,103.4786550519,,,9.9115021898,7.5521438127,,,,,,25.7203912699,-35.6415142453,13.8078070013,,,5.5932560711,,,35.7988037344,,32.4319572678,-40.3187527507,,,2049.9286881634,,,161.8910550762,-38.5737726575,303.3771000565,,,,-99.9763648962,,,-36.0069329608,,,50.7105703312,,,32.1573323597,,-77.0952499384,,,20.4482534237,-9.1870576319,-75.7205086178,,,115.6936476944,,,,-0.6546109078,,,23.1287424788,-43.2998745163,,,123.0344362408,-47.1103329256,,,20.5174284522,53.78894149,-27.9494779173,52.6802143852,52.6802143852,,28.1079325644,34.7229619201,,,,84.0660400954,195.4494210048,-164.4861764855,0.2892898954,103.4533246027,357.900296285,108.8289211114,140.2409376311,,36.4428730187,-722.7922505637,1063.1919494707,-107.0027355941,,,35.7988037344,,,,,20.5174284522,-47.1103329256,,,,,123.0344362408,标准无保留意见,,,,1543942027.7,63.79104716
