SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
603737.SH,603737,三棵树,10180534,通用,2026-03-31 00:00:00,一季报,2026一季报,058001001,2026-04-23 00:00:00,2026-04-23 00:00:00,CNY,,3201033240.74,2685195423.46,,,,,,,,,,,0,,,,,,,199937366.7,270343259.7,,130645818.32,295639470.31,,,0,,0,,346478112.46,,786312605.81,7297042.95,,,,,,,,0,,,,,47063159.18,4735675539.29,,,,,,,84835948.71,,,,,769328475.75,,,,,825293946.39,,17768614.82,,0,,,,,,,898756433.78,,32258320.95,,,334250933.75,1333983414.78,,0,,620564977.4,0,,5070516135.31,2697994596.59,1869482894.57,12799173.13,,5296856.61,,402065272.94,44479741.49,185330700.0,,,446979618.28,12319010.37,,,,0,,,,,769768.61,,,,63028419.27,,,,,,,,737817473,,,1860730244.87,,3328002.08,157081354.16,,182787430.24,141131201.61,13108076580.4,5748446194.87,8502543795.59,3334462812.19,13108076580.4,9773613768.21,7359630385.53,1271069972.62,312400670.44,190305093.1,3000211878.44,,58066474.3,,,,1871044749.81,,36246906.67,,11.0367585438,-6.9584518002,,,,,,,,,,,,,,,,,,-49.7213954967,-34.3597631221,,-39.8901614511,19.9592058967,,,,,,,,-9.7049900768,0.0004683503,-17.4320732731,,,,,,,,,,,,,59.9141017188,,3.0515840481,,,,,,23.9668538022,,,,,66.6895618139,,,,,16.0658759824,,-24.339841879,,,,,,,,,-44.72695323,,51.1510862798,,,11.8146040814,-18.2229506704,,,,41.4271961269,,,1.8649002475,-7.1591525128,-10.7572206811,-36.0842054688,,-0.7803844317,,21.215492961,-1.8557054328,0.0,,,-32.9683186408,8.969789307,,,,,,,,,,,,,-14.9655388806,,,,,,,,39.9999999241,,,-9.5909413596,,748.8566051511,-6.5147590335,,6.3072627317,47.981884858,-2.6680137062,-7.2526293471,2.6814528392,8.37821136,-2.6680137062,-5.9388069863,1.2408598042,-39.765177654,24.5924197666,-33.3339355842,8.0083980924,402.0141412976,,,,,11.6766014484,,-7.8541806712,,,0
603737.SH,603737,三棵树,10180534,通用,2025-12-31 00:00:00,年报,2025年报,058001001,2026-04-23 00:00:00,2026-04-23 00:00:00,CNY,,3395436222.54,2797271236.01,,,,,,,,,,,0,,,,,,,199937366.7,214443279.03,,175034163.32,188833304.84,,,0,,0,,356201495.08,,790710448.58,10189384.05,,,,,,,,0,,,,,57608921.65,4817832275.61,,,,,,,84835948.71,,,,,777098083.09,,,,,739201074.98,,17352689.36,,0,,,,,,,1337265683.78,27825568.67,31050088.98,,,336944322.73,1467394245.91,,0,,371372915.96,0,,5380348043.45,2805059385.36,1984911820.91,7788149.35,,5285310.02,,427234446.83,30153424.45,185330700.0,,,430056527.88,11465127.16,,,,0,,,,,1509168.61,,,,92965265.29,,,,,,,,737817473,,,1604015302.08,,3428715.36,402036504.25,,182787430.24,167689059.81,13366635538.85,5983267650.38,8385724544.01,3230567005.29,13366635538.85,10136068533.56,7383367888.47,1750343989.55,241275989.17,189559237.48,2893622682.56,,29210909.56,,,,1764366387.24,,40545409.43,,-3.2724730471,-13.522498253,,,,,,,,,,,,,,,,,,-51.3229248299,-44.4568581129,,-37.2480455506,-19.5725228853,,,,,,,,4.4777269455,1.5642464148,11.4196797225,,,,,,,,,,,,,296.0436829441,,4.3436978156,,,,,,23.9668538022,,,,,66.3943179177,,,,,1.3025853908,,-29.5912220433,,,,,,,,,4.0605496666,-36.3444294658,41.5492399381,,,18.1172005502,-13.239198019,,,,-26.6184278709,,,-1.7826302902,-13.6899541631,0.875211761,-49.0946602733,,-0.948539857,,11.0377904963,-29.8991306792,0.0,,,-31.3595690939,1.4166279173,,,,,,,,,,,,,3.5755495007,,,,,,,,39.9999999241,,,-30.6496969494,,389.0297080473,23.8298309028,,6.3072627317,-4.9452444892,-4.4753811051,-11.5073803739,-10.0059422372,8.7271759726,-4.4753811051,-8.0345915294,2.0993608268,2.7484845377,-0.3819719552,-40.888906181,7.7299210965,1668.7070189119,,,,,12.3612190755,,-13.0828074481,标准无保留意见,,0
603737.SH,603737,三棵树,10180534,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-18 00:00:00,2025-10-18 00:00:00,CNY,,3784933755.45,3447330847.69,,,,,,,,,,,0,,,,,,,185911506.92,236003373.15,,194489539.14,252748421.82,,,0,,0,,366017211.47,,826582860.1,10797409.32,,,,,,,,0,,,,,58072987.69,4688400565.73,,,,,,,140832443.68,,,,,775886237.7,,,,,736429403.7,,22754962.57,,0,,,,,,,1349525314.02,36918933.61,19014368.58,,,189067032.4,1808100897.56,,0,,343487161.83,0,,5553112969.94,3452449983.04,1768179214.49,5119135.35,,5306935.12,,266245919.71,43953452.76,185330700.0,,,390581035.12,11304977.69,,,,0,,,,,1813044.15,,,,127625105.96,,,,,,,,737817473,,,2103497332.08,,1722482.05,140825394.04,,171942561.16,228127188.02,14194802456.79,6876138635.67,8969980563.47,3436995018.18,14194802456.79,10757807438.61,7318663821.12,1787826875.14,304228642.98,231039322.79,3247927985.78,,1685476.08,,,,2145227027.53,,44727259.37,,-7.037427364,-19.495092151,,,,,,,,,,,,,,,,,,-54.737683372,-40.8554999458,,-42.0098972116,-18.5349625479,,,,,,,,21.2544462326,14.4114117926,14.3352723657,,,,,,,,,,,,,543.5921342831,,1.6502110292,,,,,,58.377529221,,,,,64.6212544831,,,,,-4.6952938699,,-13.8420521595,,,,,,,,,3.7069979384,-53.0327260567,29.3941841176,,,-37.7692209279,-14.3967244247,,,,-43.2945537818,,,-19.4041796498,-19.5374742176,-37.2678181785,-40.5972117885,,4492.3319838848,,66.8941126718,-21.7010887644,-7.5166572186,,,-37.883629226,0.0,,,,,,,,,,,,,11.2739457821,,,,,,,,39.9999999241,,,-0.1987567268,,,-10.6534760169,,9.3767421186,54.9615722683,-7.5938803862,-15.8049357669,-15.1233058303,11.7551781453,-7.5938803862,-12.4374518408,1.7271057724,4.0883304296,3.6462081255,-37.7055494698,17.1838180756,-3.5598705502,,,,,27.9525771203,,-1.0594975201,,,0
603737.SH,603737,三棵树,10180534,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-16 00:00:00,2025-08-16 00:00:00,CNY,,3567679023.67,3577475350.63,,,,,,,,,,,0,,,,,,,186853949.96,314213791.91,,214974617.63,219671569.33,,,0,,0,,373804825.64,,790600955.56,10639346.39,,,,,,,,0,,,,,62982678.3,4659061324.73,,,,,,,68434380.73,,,,,456062655.9,,,,,714283525.28,,26013328.53,,0,,,,,,22373995.16,1399788202.02,56947093.59,20657523.91,,,298513727.16,1288948614.5,,0,,432179130.0,0,,5317121547.83,3595351873.02,1749442524.16,17876522.39,,5310948.12,,240885223.2,54495734.38,185330700.0,,,687981830.68,11304977.69,,,,0,,,,,,,,,96701419.11,,,,,,,,737817473,,,2046566534.77,,2223633.56,141179182.12,,171942561.16,159696886.44,13758582287.25,6495418908.4,8651273897.64,3240115593.44,13758582287.25,10518466693.81,7263163378.85,1867192796.17,280363312.77,279746880.28,2941601866.28,,1544077.08,,,,1837453300.48,,47141242.58,,-6.5024908677,-15.1746021668,,,,,,,,,,,,,,,,,,-54.5082346629,-13.2158558628,,-39.5773374902,-20.4434707071,,,,,,,,20.9808331494,10.7137252592,9.1590622295,,,,,,,,,,,,,103.3335788987,,-0.4325569586,,,,,,-23.0399767939,,,,,-4.2490701578,,,,,-10.5535333843,,-22.9066451405,,,,,,,,,-0.5455860847,-55.1048855922,63.1507396649,,,16.7748770511,-17.2205594157,,,,-27.4659950777,,,-16.1417332229,-14.9783328258,-30.7097680197,58.3394440142,,3346.855996595,,64.757181616,13.3492457805,-7.5166572186,,,15.7047535117,,,,,,,,,,,,,,-18.6581103847,,,,,,,,39.9999999241,,,-9.1093285503,,,-17.2243913292,,9.3767421186,40.8757030489,-7.0413112086,-14.7611105073,-14.2332101819,14.6134080384,-7.0413112086,-12.1539758817,1.1512733525,-1.0381141123,-3.5708740897,-26.8384073558,14.3985258403,-5.8620689655,,,,,24.467422299,,-9.6157299295,,,0
603737.SH,603737,三棵树,10180534,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-26 00:00:00,2025-04-26 00:00:00,CNY,,2882859048.41,2886017564.64,,,,,,,,,,,0,,,,,,,397658941.96,411856008.69,,217345149.27,246450006.15,,,0,,0,,383717896.21,,786308923.13,8837624.05,,,,,,,,0,,,,,29430274.55,4595441771.26,,,,,,,68434380.73,,,,,461533684.16,,,,,711056492.19,,23484770.93,,0,,,,,,21719856.85,1626030201.52,68120793.85,21341772.49,,,298933163.96,1631244249.72,,0,,438787584.28,0,,4977687233.77,2906042619.83,2094828185.36,20025055.19,,5338517.57,,331694623.45,45320761.32,185330700.0,,,666818449.45,11304977.69,,,,0,,,,,,,,,74121030.98,,,,,,,,527012481,,,2058123680.14,,392057.04,168027971.62,,171942561.16,95370593.33,13467388347.38,6197961359.34,8280505934.12,3076691126.7,13467388347.38,10390697220.68,7269426988.04,2110191286.56,250738103.51,285460218.43,2777757962.74,,11566700.92,,,,1675413404.01,,39336463.59,,0.5902072044,-9.0027760267,,,,,,,,,,,,,,,,,,-3.185309833,19.1816021189,,-48.1113739636,-27.2682919645,,,,,,,,21.3919493162,20.0222906535,-68.3050930913,,,,,,,,,,,,,-35.973804125,,-2.1711436208,,,,,,-23.0399767939,,,,,-2.6401179658,,,,,-2.2757122448,,-17.9490496522,,,,,,,,,15.4760132252,-30.8252141492,54.2692767198,,,15.9101954618,17.6875114215,,,,-24.7306432876,,,-5.8471719326,-9.0505373254,-13.468047797,-15.4464849463,,3319.7214433541,,33.9192311995,-50.772578447,-7.5166572186,,,95.0275460852,,,,,,,,,,,,,,-50.7689764929,,,,,,,,0.0,,,6.0211484758,,,-14.2283200786,,9.3767421186,-10.7559760709,0.2318109983,-5.7323045166,-5.9715957969,11.8527183524,0.2318109983,-2.7596224219,5.9468596234,12.2925371135,-4.1878056435,-28.868772227,11.4329325967,651.8553125428,,,,,19.8736818388,,-10.8935623831,,,0
603737.SH,603737,三棵树,10180534,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-26 00:00:00,2026-04-23 00:00:00,CNY,,3510310176.95,3234680904.86,,,,,,,,,,,0,,,,,,,410742358.7,386084171.23,,278930217.96,234787054.89,,,0,,0,,340935341.43,,778532285.22,9145048.77,,,,,,,,0,,,,,14546102.9,4617271935.41,,,,,,,68434380.73,,,,,467022007.01,,,,,729696159.41,,24645633.49,,0,,,,,,22451562.25,1285084201.52,43712700.14,21935892.41,,,285262706.16,1691310145.14,,0,,506084709.26,0,,5478000540.38,3249980182.68,1967690363.43,15299277.82,,5335923.38,,384764902.94,43014337.4,185330700.0,,,626535297.35,11304977.69,,,,0,,,,,,,,,89755995.25,,,,,,,,527012481,,,2312917509.4,,701126.19,324668540.14,,171942561.16,176413119.9,13992869789.47,6761318260.96,9318086940.93,2971259923.19,13992869789.47,11021609866.28,7231551528.51,1703522925.35,242201129.56,320683014.36,2685997217.03,,1651540.32,,,,1570262766.6,,46648319.21,,-4.1014364659,-9.2307974607,,,,,,,,,,,,,,,,,,0.0,-8.5406760755,,-41.4838114024,-23.0754241175,,,,,,,,8.7128228088,22.9585229583,-69.5244391031,,,,,,,,,,,,,0.3339271711,,0.109653227,,,,,,-23.0399767939,,,,,-2.4147846015,,,,,-2.5432884105,,7.379773386,,,,,,,,,-12.0665276284,-66.8232925536,52.4721337598,,,10.7011376374,-1.222732995,,,,-34.8772445542,,,-10.0591797148,-9.5432381729,-19.0327971713,-47.6451380637,,3505.0282082644,,34.4725729543,-7.1088305638,-1.6257983286,,,128.8274098616,,,,,,,,,,,,,,-38.8959658977,,,,,,,,0.0,,,76.5449441065,,,-32.1175402658,,9.3767421186,-9.2917106407,-1.0278589072,-8.3235079149,-1.6568720841,9.9099690547,-1.0278589072,-3.6137179181,6.9282020766,-13.0747264947,-11.2463025149,-18.9474614625,9.8266078545,8.9552238806,,,,,16.2670345129,,-9.2359210511,标准无保留意见,,0
603737.SH,603737,三棵树,10180534,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-31 00:00:00,2024-10-31 00:00:00,CNY,,4071459780.13,4282137499.19,,,,,,,,,,,0,,,,,,,410742358.7,399028435.33,,335384022.08,310253858.25,,,0,,0,,301858795.98,,722465396.72,9443638.08,,,,,,,,0,,,,,9023259.39,4612288079.15,,,,,,,88921985.57,,,,,471315955.0,,,,,772710429.11,,26410752.74,,0,,,,,,,1301286644.92,78605655.62,14694917.48,,,303815949.63,2112186578.62,,0,,605739280.33,0,,6890075621.55,4290755167.66,2818615841.42,8617668.47,,115560.79,,159529845.27,56135458.42,200393600.0,,,628789206.86,11304977.69,,,,0,,,,,,,,,114694509.18,,,,,,,,527012481,,,2107686500.78,,,157617093.27,,157202123.44,147215328.73,15361322947.13,8166914175.2,10568249212.84,3075468246.95,15361322947.13,12285854700.18,7194408771.93,1717605487.34,293526071.51,370882672.25,2771652297.32,,1747691.64,,,,1676579773.39,,45206218.13,,1.7201079604,-11.9300920335,,,,,,,,,,,,,,,,,,0.0,-42.3845982269,,-39.8514726017,16.919266458,,,,,,,,-2.8064190243,25.316313024,-72.6406623693,,,,,,,,,,,,,-12.0157408997,,6.546512042,,,,,,-11.0354093409,,,,,-1.7195013069,,,,,-3.389143292,,22.7701387167,,,,,,,,,-24.8906716537,-67.392003056,19.3030373383,,,49.3012848789,15.7435632096,,,,-14.5239803428,,,6.7446251874,-12.5257556576,14.9461828247,-79.9408408291,,-23.2327544917,,251.985722207,33.7406913427,1.0080970354,,,341.2118583968,,,,,,,,,,,,,,-32.8107949565,,,,,,,,0.0,,,28.7941427065,,,-17.8243890906,,0.804497089,-46.4413459283,-0.1761051132,-7.2147053253,6.0210629822,-0.1525471771,-0.1761051132,-0.1820005363,9.2300505895,-26.6040185079,-25.5371298179,-24.0317587928,-3.6508400024,,,,,,-3.2457124323,,-18.9161259622,,,0
603737.SH,603737,三棵树,10180534,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-07-27 00:00:00,2024-07-27 00:00:00,CNY,,3815801144.63,4217457792.14,,,,,,,,,,,0,,,,,,,410742358.7,362063594.72,,355784748.14,276120101.37,,,0,,0,,308978551.32,,714094800.54,9746645.1,,,,,,,,0,,,,,30975050.28,4679301971.02,,,,,,,88921985.57,,,,,476301020.42,,,,,798559800.41,,33742633.95,,0,,,,,,,1407467146.92,126844745.45,12661618.3,,,255631806.0,1557087853.46,,0,,595829680.8,0,,6340605109.29,4228747791.61,2524803964.66,11289999.47,,154080.94,,146206205.3,48077721.21,200393600.0,,,594601180.85,,,,,0,,,,,,,,,118882680.95,,,,,,,,527012481,,,2251679410.14,,,170556501.35,,157202123.44,113360134.49,14800749092.03,7620252852.96,10086974125.98,2826995243.31,14800749092.03,11973753848.72,7180496239.07,1886779722.74,290745467.33,382368494.41,2571363437.31,,1640228.4,,,,1476252393.23,,52156467.65,,-4.1075072691,-10.9172188721,,,,,,,,,,,,,,,,,,0.0,-52.106739809,,-37.9762027232,16.3523762857,,,,,,,,2.6627118354,30.5030154245,-73.4061304579,,,,,,,,,,,,,11.5030021281,,10.8421404228,,,,,,-11.0354093409,,,,,-1.2534206558,,,,,14.2777157266,,11.8798234185,,,,,,,,,-19.2893642642,-46.2967324387,-8.2055017867,,,23.8123842223,4.2481355329,,,,-11.1719815822,,,8.4011798436,-12.0538140398,35.0195795962,-84.7478833215,,4.4233255671,,204.0473437222,30.3674978332,1.0080970354,,,289.2922736452,,,,,,,,,,,,,,-16.3767445798,,,,,,,,0.0,,,10.5280419641,,,-23.1076941881,,0.804497089,-44.8938749806,-0.1356171492,-8.0432657497,4.1625759122,1.3565180351,-0.1356171492,-0.4815206614,9.8931962518,-19.6367276833,-31.5870290518,-22.6543188001,-0.4386614465,,,,,,-0.8456498859,,-15.9921219312,,,0
