SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
600552.SH,600552,凯盛科技,10002622,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-31 00:00:00,2024-10-31 00:00:00,CNY,3780825493.56,-3.721914828,3780825493.56,-3.721914828,,,,,,,,,,,3738549592.67,-2.1039837135,3227121036.31,-1.7284303092,,,,,163932330.86,-18.3606208077,,,,,,,,,,,,,27403300.53,-20.1309195423,80482972.55,8.3680607365,194842748.0,32.569132929,,,44767204.42,-43.0909878718,82716119.6,-10.9190376975,13354094.99,244.9483391875,,,,,,,,,8343376.43,518.5500996112,,,,,,,34196828.88,-17.2951561343,,,-2096019.56,-140.9462753779,70832153.95,-19.0885848974,,,0.0,,153552240.59,-36.0471720086,638879.83,-47.7928414363,,,1868830.13,-49.2715693413,,,,,0.0,,152322290.29,-35.9026483787,15533540.96,-58.8695350743,,,,,,,136788749.33,-31.5630531433,,,136788749.33,-31.5630531433,,,96068362.29,-28.968234372,40720387.04,-36.9931857146,6846320.19000001,-91.1860283101,,,,,0.1017,-42.5748164879,0.1017,-42.5748164879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136788749.33,-31.5630531433,96068362.29,-28.968234372,40720387.04,-36.9931857146,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-29 00:00:00,2024-08-30 00:00:00,CNY,2453607631.05,-11.1898688477,2453607631.05,-11.1898688477,,,,,,,,,,,2412659666.37,-9.3769390546,2079238163.89,-9.1378783965,,,,,107929131.74,-25.601210802,,,,,,,,,,,,,18216703.98,-21.4732156738,50623363.37,6.5071601109,133958427.01,35.6172210753,,,22693876.38,-61.7845407962,54920049.78,-7.7798227916,9926048.48,322.9449596366,,,,,,,1573750.0,,5735270.15,468.0452903992,,,,,,,33230429.1,-19.4242285099,,,-2506389.29,-476.8342429525,48353174.73,-39.3529553374,,,0.0,,127334199.37,-42.2602321272,393357.61,-51.2165272604,,,1591393.05,-17.3177901807,,,,,0.0,,126136163.93,-42.5119436726,9072755.03,-68.647219002,,,,,,,117063408.9,-38.5413832409,,,117063408.9,-38.5413832409,,,79459106.1,-44.8093400342,37604302.8,-19.1360272328,18004160.55,-58.7544353331,,,,,0.0841,-55.3846153846,0.0841,-55.3846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117063408.9,-38.5413832409,79459106.1,-44.8093400342,37604302.8,-19.1360272328,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-28 00:00:00,2024-04-30 00:00:00,CNY,1269289165.5,-7.804530784,1269289165.5,-7.804530784,,,,,,,,,,,1282401295.33,-4.0565748171,1105291344.89,-4.904637521,,,,,46769405.73,-24.3600960394,,,,,,,,,,,,,8578797.16,-11.2876341303,25193379.62,14.0344750549,70938777.32,38.4926507226,,,25629590.61,-13.1427243096,29503455.55,-1.4550081169,3846540.32,17.6507130363,,,,,,,,,2574103.38,605.8267724891,,,,,,,24130612.8,5707.542263117,,,67126.87,-94.2541791155,34231241.83,128.0457649409,,,0.0,,47890955.05,-13.7980362975,313393.37,24.26169289,,,37779.4,-79.5348142823,,,,,0.0,,48166569.02,-13.4073067651,6183437.8,-41.152635765,,,,,,,41983131.22,-6.9454768673,,,41983131.22,-6.9454768673,,,30515447.56,17.7901232231,11467683.66,-40.303804433,-17179623.7,-204.4140793628,,,,,0.0323,-4.7197640118,0.0323,-4.7197640118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41983131.22,-6.9454768673,30515447.56,17.7901232231,11467683.66,-40.303804433,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-12 00:00:00,2024-05-25 00:00:00,CNY,4718862942.02,-30.0667809907,4718862942.02,-30.0667809907,,,,,,,,,,,4620208907.64,-27.7244133005,3912898309.57,-29.6460468109,,,,,235162370.2,-30.3505094417,,,,,,,,,,,,,46911360.81,19.5234629839,97786986.78,-8.2511538323,212568245.43,-4.1529257896,,,114881634.85,-8.4694124946,135959334.96,3.0960723023,5847673.3,-31.3407353212,,,,,,,-52693.68,,-1588396.84,36.811521741,,,,,,,41849359.62,48706.2344416814,-31641124.78,71.6093715798,54925236.34,296.325341441,111621538.3,-13.0557271572,,,0.0,,273767953.34,-19.883002975,3990396.3,429.8143461308,,,2149141.83,12.4221811556,,,,,0.0,,275609207.81,-19.0697897825,50845209.54,51.3147203477,,,,,,,224763998.27,-26.7749051878,,,224763998.27,-26.7749051878,,,141736816.37,-34.1282316457,83027181.9,-9.5353621448,2253144.72,-96.5127114923,,,,,0.182,-35.3922612709,0.182,-35.3922612709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224763998.27,-26.7749051878,141736816.37,-34.1282316457,83027181.9,-9.5353621448,,,,,,,,,-1588396.84,36.811521741,标准无保留意见
600552.SH,600552,凯盛科技,10002622,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-31 00:00:00,2023-10-31 00:00:00,CNY,3926984512.42,-18.9405767751,3926984512.42,-18.9405767751,,,,,,,,,,,3818898597.19,-17.7453177773,3283880624.34,-20.2854307712,,,,,200800560.32,-2.9174422734,,,,,,,,,,,,,34310274.23,35.1464596179,74268167.21,-0.4591547577,146974445.48,25.1470694826,,,78664525.61,-20.5008973337,92854991.08,,3871331.87,,,,,,,,,,-1993399.7,73.7565965327,,,,,,,41348036.32,336542.407070885,,,5118950.48,221.777846146,87542844.06,69.5212732617,,,0.0,,240102346.39,-0.6427587905,1223739.9,-20.4701000332,,,3683989.64,461.3214372673,,,,,0.0,,237642096.65,-2.0186206623,37766509.54,24.2988928341,,,,,,,199875587.11,-5.7876751071,,,199875587.11,-5.7876751071,,,135247042.56,-5.9451616113,64628544.55,-5.4563931604,77675767.87,-25.5111441003,,,,,0.1771,-5.8979808714,0.1771,-5.8979808714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199875587.11,-5.7876751071,135247042.56,-5.9451616113,64628544.55,-5.4563931604,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-26 00:00:00,2023-08-29 00:00:00,CNY,2762756454.94,-18.3883543594,2762756454.94,-18.3883543594,,,,,,,,,,,2662302112.95,-18.2054954082,2288344281.64,-21.6146760909,,,,,145068398.16,20.3161040232,,,,,,,,,,,,,23198077.11,37.2476385332,47530479.0,-2.4133117466,98776855.88,28.5699794643,,,59384021.16,-18.097186564,59553181.79,-9.3359838438,2346888.94,7.9064399077,,,,,,,,,-1558305.54,38.6198858613,,,,,,,41241217.41,97925.2614623064,,,665117.18,139.0961010362,79728822.73,225.8290160171,,,0.0,,220531193.77,46.3838511168,806333.76,-50.1885288027,,,1924710.35,25.760626523,,,,,0.0,,219412817.18,45.5561687539,28937640.43,4.2448396457,,,,,,,190475176.75,54.8809199414,,,190475176.75,54.8809199414,,,143972016.55,71.2180250668,46503160.2,19.5615606826,43651143.33,-35.1066306939,,,,,0.1885,71.2079927339,0.1885,71.2079927339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190475176.75,54.8809199414,143972016.55,71.2180250668,46503160.2,19.5615606826,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-26 00:00:00,2023-04-28 00:00:00,CNY,1376737030.89,-15.1642370473,1376737030.89,-15.1642370473,,,,,,,,,,,1336622382.29,-16.0563364288,1162297840.9,-17.4035128829,,,,,61831656.68,-16.5896803771,,,,,,,,,,,,,9670351.0,117.5253145794,22092774.67,-36.9787283321,51222051.82,26.5105040108,,,29507707.22,-4.7073925554,29939071.47,,3269457.72,,,,,,,,,,-508890.3,,,,,,,,415504.73,883.0694651926,-643538.65,,1168272.93,12014.1002974934,15010689.56,58.7772743225,,,0.0,,55556686.87,38.7284817174,252204.33,-70.9626550463,,,184603.26,-80.1508124529,,,,,0.0,,55624287.94,39.1108397815,10507586.67,-0.7234121123,,,,,,,45116701.27,53.4506789309,,,45116701.27,53.4506789309,,,25906626.74,60.9348266328,19210074.53,44.3948965915,16453359.36,71.6568966591,,,,,0.0339,60.663507109,0.0339,60.663507109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45116701.27,53.4506789309,25906626.74,60.9348266328,19210074.53,44.3948965915,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-10 00:00:00,2023-04-12 00:00:00,CNY,6747670147.13,33.1508752574,6747670147.13,33.1508752574,,,,,,,,,,,6392488969.82,28.9397041034,5561731974.11,29.1768328833,,,,,337636884.8,46.6984449018,,,,,,,,,,,,,39248662.68,91.1687824218,106581162.45,28.7621874351,221778543.77,62.8014869635,,,125511742.01,-31.2373517946,131876347.88,11.9901080451,8516947.17,29.5547143383,,,,,,,,,-2513744.41,-65.4150813379,,,,,,,85745.93,113.1232980513,-111449187.78,-181.2458363389,-27976641.19,-75.2770594346,128382853.35,-17.1187232511,,,0.0,,341710203.21,65.041812575,753168.79,-70.3304762917,,,1911670.64,379.1329567882,,,,,0.0,,340551701.36,62.7999413693,33602288.94,55.3743858364,,,,,,,306949412.42,63.6561585416,,,306949412.42,63.6561585416,,,215170808.24,78.1515059228,91778604.18,37.4387262937,64610218.37,1117.0013556004,,,,,0.2817,78.1783681214,0.2817,78.1783681214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306949412.42,63.6561585416,215170808.24,78.1515059228,91778604.18,37.4387262937,,,,,,,,,-2513744.41,,标准无保留意见
600552.SH,600552,凯盛科技,10002622,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-30 00:00:00,2022-10-31 00:00:00,CNY,4844574950.31,33.5256942085,4844574950.31,33.5256942085,,,,,,,,,,,4642773510.27,30.7162193635,4119548855.51,32.5072499738,,,,,206834847.6,54.7567096714,,,,,,,,,,,,,25387475.43,92.3367747751,74610746.0,-13.4123710229,117441380.04,17.1371175836,,,98950205.69,-9.7119536856,,,,,,,,,,,,,-7595812.42,-1312.3293653358,,,,,,,12282.48,109.8400923308,,,-4203515.37,-349.9047080894,51641214.33,-14.1501102707,,,0.0,,241655609.06,74.1819772292,1538716.76,-62.3381428521,,,656306.6,-47.9997916526,,,,,0.0,,242538019.22,71.3311933228,30383625.05,13.2582466523,,,,,,,212154394.17,84.9096753492,,,212154394.17,84.9096753492,,,143795943.81,84.436111645,68358450.36,85.9138252849,104278374.17,190.2441247717,,,,,0.1882,84.3290891283,0.1882,84.3290891283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212154394.17,84.9096753492,143795943.81,84.436111645,68358450.36,85.9138252849,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-10 00:00:00,2022-08-26 00:00:00,CNY,3385247820.03,70.1130916589,3385247820.03,70.1130916589,,,,,,,,,,,3254866725.14,65.7788584163,2919352970.07,71.4726044498,,,,,120572719.12,74.6365866815,,,,,,,,,,,,,16902350.64,130.4712506701,48705904.31,-10.7493271682,76827309.37,17.3236254223,,,72505471.63,12.5356296265,65685576.61,12.6815161298,2174929.45,-1.7425651665,,,,,,,,,-2538779.15,-1550.7801183528,,,,,,,42072.03,116.0710149609,,,-1701236.6,-201.1408305887,24469528.13,-51.4311215784,,,0.0,,150652679.3,91.7955864038,1618771.22,-42.0885530778,,,1530455.44,26.3705787846,,,,,0.0,,150740995.08,88.1141353874,27759302.55,192.3818645264,,,,,,,122981692.53,74.0999990824,,,122981692.53,74.0999990824,,,84086950.83,78.4503274857,38894741.7,65.3836430675,67265953.05,431.3618005449,,,,,0.1101,78.4440842788,0.1101,78.4440842788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122981692.53,74.0999990824,84086950.83,78.4503274857,38894741.7,65.3836430675,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-28 00:00:00,2022-04-26 00:00:00,CNY,1622826250.36,97.4776001047,1622826250.36,97.4776001047,,,,,,,,,,,1592285022.39,91.6896801041,1407200089.82,97.2874978007,,,,,74129504.55,108.4454593032,,,,,,,,,,,,,4445620.97,51.9819470667,35056059.78,67.1281651323,40488378.59,16.2087664033,,,30965368.68,34.1706589108,,,,,,,,,,,,,,,,,,,,,42266.06,,,,9643.91,-62.6712449395,9453928.23,-67.9860630958,,,0.0,,40047066.17,93.6866440243,868551.62,124.7527530252,,,930029.3,4588.2360739831,,,,,0.0,,39985588.49,90.0200618456,10584153.72,250.5917889535,,,,,,,29401434.77,63.1248442251,,,29401434.77,63.1248442251,,,16097588.87,83.1073628053,13303845.9,44.0972556223,9585026.69,191.1585645718,,,,,0.0211,83.4782608696,0.0211,83.4782608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29401434.77,63.1248442251,16097588.87,83.1073628053,13303845.9,44.0972556223,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-31 00:00:00,2022-03-10 00:00:00,CNY,5067687414.06,12.1588855245,5067687414.06,12.1588855245,,,,,,,,,,,4957735101.28,12.7813905239,4305518141.27,11.4887569026,,,,,230157098.82,18.2421146937,,,,,,,,,,,,,20530895.36,-16.1856371169,82773650.07,-9.3718967977,136226362.49,15.6026904107,,,182528953.27,72.6504622705,117757139.61,10.3568972566,6574015.63,-8.9942388493,,,,,,,-46000.0,-200.0,-1519658.54,84.5448699486,,,,,,,-653387.05,-1555.8245683215,-39626964.52,9.1444803898,-15961382.1,46.7849441351,154899705.2,41.9499313561,,,0.0,,207044625.77,39.7837451214,2538526.73,-33.6546391691,,,398985.42,-73.4206417883,,,,,0.0,,209184167.08,39.0455251717,21626659.22,93.3971847951,,,,,,,187557507.86,34.681126786,,,187557507.86,34.681126786,,,120779674.09,25.1469708834,66777833.77,56.2048815732,5308968.48,-74.000340457,,,,,0.1581,25.1781472684,0.1581,25.1781472684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187557507.86,34.681126786,120779674.09,25.1469708834,66777833.77,56.2048815732,,,,,,,,,,,标准无保留意见
600552.SH,600552,凯盛科技,10002622,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-30 00:00:00,2021-10-30 00:00:00,CNY,3628196789.41,17.9690534002,3628196789.41,17.9690534002,,,,,,,,,,,3551796045.57,17.7426638055,3108923365.57,16.123196409,,,,,133651618.75,26.0785524096,,,,,,,,,,,,,13199491.08,5.1151581434,86167905.14,37.6553615709,100259748.97,1.3544194411,,,109593916.06,85.0259280337,,,,,,,,,,,,,626546.93,,,,,,,,-124820.78,-223.5574087885,,,1682047.29,,60152918.65,-4.5542797124,,,0.0,,138737435.93,24.178017842,4085610.42,43.0074982628,,,1262123.02,-50.5057431781,,,,,0.0,,141560923.33,26.3581263197,26826854.51,73.2714492098,,,,,,,114734068.82,18.8351211625,,,114734068.82,18.8351211625,,,77965178.58,1.8480926009,36768890.24,83.8582341325,35927815.68,5.9639930705,,,,,0.1021,1.8962075848,0.1021,1.8962075848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114734068.82,18.8351211625,77965178.58,1.8480926009,36768890.24,83.8582341325,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-21 00:00:00,2021-08-10 00:00:00,CNY,1989998410.48,11.4188111616,1989998410.48,11.4188111616,,,,,,,,,,,1963378657.71,11.9608749536,1702518591.49,11.4868357321,,,,,69042072.69,8.7905020127,,,,,,,,,,,,,7333821.72,-17.8564368122,54572030.4,33.2752094643,65483238.43,0.050307155,,,64428902.98,34.9638754626,58293124.61,11.8767671705,2213501.15,-47.9829437536,,,,,,,,,-153792.69,,,,,,,,19471.39,,,,1682047.29,,50381085.43,8.0702955846,,,0.0,,78548564.19,7.9295025311,2795252.59,8.7308912953,,,1211085.25,-40.9861244658,,,,,0.0,,80132731.53,9.3271874371,9494194.38,44.8281855152,,,,,,,70638537.15,5.840167628,,,70638537.15,5.840167628,,,47120648.09,-8.5110342967,23517889.06,54.3515206089,12659162.36,-41.378406054,,,,,0.0617,-8.4569732938,0.0617,-8.4569732938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70638537.15,5.840167628,47120648.09,-8.5110342967,23517889.06,54.3515206089,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-30 00:00:00,2021-04-28 00:00:00,CNY,821777381.08,12.8922428669,821777381.08,12.8922428669,,,,,,,,,,,830657665.83,11.9701461315,713273829.06,15.1193977757,,,,,35563022.0,13.5583951404,,,,,,,,,,,,,2925098.05,-23.549873745,20975554.75,3.0395288743,34841070.81,-3.7511881971,,,23079091.16,-24.4860513108,,,,,,,,,,,,,,,,,,,,,,,,,25835.07,,29530664.28,-27.2282226293,,,0.0,,20676214.6,-22.4280309168,386447.6,-83.4042528046,,,19837.51,-90.5595150713,,,,,0.0,,21042824.69,-26.8653017773,3018939.42,-50.6026273149,,,,,,,18023885.27,-20.463529296,,,18023885.27,-20.463529296,,,8791338.93,-47.055125222,9232546.34,52.4414129684,-10514674.88,-2.1166424845,,,,,0.0115,-47.0046082949,0.0115,-47.0046082949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18023885.27,-20.463529296,8791338.93,-47.055125222,9232546.34,52.4414129684,,,,,,,,,,,
600552.SH,600552,凯盛科技,10002622,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-29 00:00:00,2021-03-31 00:00:00,CNY,4518311135.46,48.2281480317,4518311135.46,48.2281480317,,,,,,,,,,,4395880453.55,43.7316822068,3861840656.3,48.9209223196,,,,,194649004.22,48.3065024482,,,,,,,,,,,,,24495676.7,31.549696293,91333314.0,-0.8644720737,117840131.58,-3.995313778,,,105721670.75,5.2634203862,106705736.15,16.0086142079,7223735.67,216.6163805734,,,,,,,46000.0,,-9832712.73,,,,,,,,-39459.92,-116.7572478695,-43615362.82,24.8442587143,-29994109.45,,109122775.7,-14.278755041,,,0.0,,148117812.69,150.7559195802,3826230.95,-69.6844955519,,,1501110.06,66.2628628705,,,,,0.0,,150442933.58,112.5289408845,11182509.84,-17.0359087412,,,,,,,139260423.74,143.0021929754,,,139260423.74,143.0021929754,,,96510265.68,124.0394628537,42750158.06,200.4027377453,20419376.92,125.1124847202,,,,,0.1263,123.9361702128,0.1263,123.9361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139260423.74,143.0021929754,96510265.68,124.0394628537,42750158.06,200.4027377453,,,,,,,,,,,标准无保留意见
600552.SH,600552,凯盛科技,10002622,通用,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-30 00:00:00,2020-10-30 00:00:00,CNY,3075549633.43,43.536864962,3075549633.43,43.536864962,,,,,,,,,,,3016575241.95,41.4321680491,2677262994.57,49.023010558,,,,,106006625.39,29.0203065011,,,,,,,,,,,,,12557171.88,37.6077888085,62596839.06,-6.2519954787,98919957.83,0.1361105927,,,59231653.22,-25.4848684513,,,,,,,,,,,,,,,,,,,,,-38577.63,,-10234349.96,,,,63023170.1,844.6957676297,,,0.0,,111724633.99,577.8080588918,2856920.42,-96.4389670897,,,2550039.34,98.5482454126,,,,,0.0,,112031515.07,17.4012366281,15482559.09,3.6622370403,,,,,,,96548955.98,19.9506022847,,,96548955.98,19.9506022847,,,76550455.28,5.199957339,19998500.7,158.9146189764,33905683.09,1399.6755001243,,,,,0.1002,5.5848261328,0.1002,5.5848261328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96548955.98,19.9506022847,76550455.28,5.199957339,19998500.7,158.9146189764,,,,,,,,,,,
