code,year,index,mean,std,min,max,p10,p90,valid_pixels,status,name,industry,group
600339,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中油工程建设股份有限公司,石化,棕色
600339,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中油工程建设股份有限公司,石化,棕色
600339,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中油工程建设股份有限公司,石化,棕色
600346,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,恒力石化股份有限公司（恒力石化（大连）有限公司19）,石化,标杆
600346,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,恒力石化股份有限公司（恒力石化（大连）有限公司19）,石化,标杆
600346,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,恒力石化股份有限公司（恒力石化（大连）有限公司19）,石化,标杆
600346,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,恒力石化股份有限公司（恒力石化（大连）有限公司19）,石化,标杆
600688,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海石油化工股份有限公司,石化,争议
600688,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海石油化工股份有限公司,石化,争议
600688,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海石油化工股份有限公司,石化,争议
600688,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海石油化工股份有限公司,石化,争议
600871,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中石化石油工程技术服务股份有限公司,石化,棕色
600871,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中石化石油工程技术服务股份有限公司,石化,棕色
600871,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中石化石油工程技术服务股份有限公司,石化,棕色
600871,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中石化石油工程技术服务股份有限公司,石化,棕色
601857,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国石油天然气股份有限公司（独山子石化分公司、长庆石化分公司、）,石化,争议
601857,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国石油天然气股份有限公司（独山子石化分公司、长庆石化分公司、）,石化,争议
601857,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国石油天然气股份有限公司（独山子石化分公司、长庆石化分公司、）,石化,争议
601857,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国石油天然气股份有限公司（独山子石化分公司、长庆石化分公司、）,石化,争议
600256,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广汇能源股份有限公司,石化,独立测试集
600256,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广汇能源股份有限公司,石化,独立测试集
600256,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广汇能源股份有限公司,石化,独立测试集
600256,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广汇能源股份有限公司,石化,独立测试集
000422,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,湖北宜化化工股份有限公司,化工,棕色
000422,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,湖北宜化化工股份有限公司,化工,棕色
000422,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,湖北宜化化工股份有限公司,化工,棕色
000422,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,湖北宜化化工股份有限公司,化工,棕色
000830,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,鲁西化工集团股份有限公司,化工,争议
000830,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,鲁西化工集团股份有限公司,化工,争议
000830,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,鲁西化工集团股份有限公司,化工,争议
000830,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,鲁西化工集团股份有限公司,化工,争议
002092,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中泰化学股份有限公司,化工,绿色
002092,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中泰化学股份有限公司,化工,绿色
002092,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中泰化学股份有限公司,化工,绿色
002092,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中泰化学股份有限公司,化工,绿色
002648,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,卫星化学股份有限公司,化工,绿色
002648,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,卫星化学股份有限公司,化工,绿色
002648,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,卫星化学股份有限公司,化工,绿色
002648,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,卫星化学股份有限公司,化工,绿色
300082,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,江苏奥克化学股份有限公司,化工,独立测试集
300082,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,江苏奥克化学股份有限公司,化工,独立测试集
300082,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,江苏奥克化学股份有限公司,化工,独立测试集
300082,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,江苏奥克化学股份有限公司,化工,独立测试集
600230,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,沧州大化股份有限公司,化工,争议
600230,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,沧州大化股份有限公司,化工,争议
600230,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,沧州大化股份有限公司,化工,争议
600230,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,沧州大化股份有限公司,化工,争议
600309,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,万华化学集团股份有限公司,化工,标杆
600309,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,万华化学集团股份有限公司,化工,标杆
600309,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,万华化学集团股份有限公司,化工,标杆
600309,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,万华化学集团股份有限公司,化工,标杆
600409,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,三友化工股份有限公司,化工,绿色
600409,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,三友化工股份有限公司,化工,绿色
600409,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,三友化工股份有限公司,化工,绿色
600409,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,三友化工股份有限公司,化工,绿色
600426,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,华鲁恒升化工股份有限公司,化工,标杆
600426,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,华鲁恒升化工股份有限公司,化工,标杆
600426,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,华鲁恒升化工股份有限公司,化工,标杆
600426,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,华鲁恒升化工股份有限公司,化工,标杆
000815,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中冶美利云产业投资股份有限公司,造纸,争议
000815,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中冶美利云产业投资股份有限公司,造纸,争议
000815,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中冶美利云产业投资股份有限公司,造纸,争议
000815,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中冶美利云产业投资股份有限公司,造纸,争议
002067,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江景兴纸业股份有限公司,造纸,绿色
002067,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江景兴纸业股份有限公司,造纸,绿色
002067,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江景兴纸业股份有限公司,造纸,绿色
002067,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江景兴纸业股份有限公司,造纸,绿色
002078,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东太阳纸业股份有限公司,造纸,标杆
002078,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东太阳纸业股份有限公司,造纸,标杆
002078,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东太阳纸业股份有限公司,造纸,标杆
002078,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东太阳纸业股份有限公司,造纸,标杆
600356,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,牡丹江恒丰纸业股份有限公司,造纸,棕色
600356,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,牡丹江恒丰纸业股份有限公司,造纸,棕色
600356,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,牡丹江恒丰纸业股份有限公司,造纸,棕色
600356,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,牡丹江恒丰纸业股份有限公司,造纸,棕色
600433,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广东冠豪高新技术股份有限公司,造纸,争议
600433,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广东冠豪高新技术股份有限公司,造纸,争议
600433,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广东冠豪高新技术股份有限公司,造纸,争议
600433,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广东冠豪高新技术股份有限公司,造纸,争议
600567,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山鹰国际控股股份有限公司,造纸,争议
600567,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山鹰国际控股股份有限公司,造纸,争议
600567,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山鹰国际控股股份有限公司,造纸,争议
600567,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山鹰国际控股股份有限公司,造纸,争议
600963,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,岳阳林纸股份有限公司,造纸,绿色
600963,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,岳阳林纸股份有限公司,造纸,绿色
600963,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,岳阳林纸股份有限公司,造纸,绿色
600963,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,岳阳林纸股份有限公司,造纸,绿色
603165,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江荣晟环保纸业股份有限公司,造纸,标杆
603165,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江荣晟环保纸业股份有限公司,造纸,标杆
603165,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江荣晟环保纸业股份有限公司,造纸,标杆
603165,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,浙江荣晟环保纸业股份有限公司,造纸,标杆
000488,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东晨鸣纸业集团股份有限公司,造纸,独立测试集
000488,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东晨鸣纸业集团股份有限公司,造纸,独立测试集
000488,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东晨鸣纸业集团股份有限公司,造纸,独立测试集
000488,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,山东晨鸣纸业集团股份有限公司,造纸,独立测试集
600004,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广州白云国际机场股份有限公司,航空,棕色
600004,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广州白云国际机场股份有限公司,航空,棕色
600004,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广州白云国际机场股份有限公司,航空,棕色
600004,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,广州白云国际机场股份有限公司,航空,棕色
600009,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海国际机场股份有限公司,航空,标杆
600009,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海国际机场股份有限公司,航空,标杆
600009,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海国际机场股份有限公司,航空,标杆
600009,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,上海国际机场股份有限公司,航空,标杆
600029,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国南方航空股份有限公司,航空,绿色
600029,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国南方航空股份有限公司,航空,绿色
600029,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国南方航空股份有限公司,航空,绿色
600029,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国南方航空股份有限公司,航空,绿色
600115,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国东方航空股份有限公司,航空,争议
600115,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国东方航空股份有限公司,航空,争议
600115,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国东方航空股份有限公司,航空,争议
600115,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国东方航空股份有限公司,航空,争议
600221,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,海南航空控股股份有限公司,航空,独立测试集
600221,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,海南航空控股股份有限公司,航空,独立测试集
600221,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,海南航空控股股份有限公司,航空,独立测试集
600221,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,海南航空控股股份有限公司,航空,独立测试集
600897,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,厦门国际航空港股份有限公司,航空,棕色
600897,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,厦门国际航空港股份有限公司,航空,棕色
600897,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,厦门国际航空港股份有限公司,航空,棕色
600897,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,厦门国际航空港股份有限公司,航空,棕色
601021,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,春秋航空股份有限公司,航空,争议
601021,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,春秋航空股份有限公司,航空,争议
601021,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,春秋航空股份有限公司,航空,争议
601021,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,春秋航空股份有限公司,航空,争议
601111,2019,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国国际航空股份有限公司,航空,绿色
601111,2019,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国国际航空股份有限公司,航空,绿色
601111,2021,NDVI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国国际航空股份有限公司,航空,绿色
601111,2021,NDWI,,,,,,,0,[402] PaymentRequired: You do not have sufficient credits to perform this request. Please visit https://marketplace-portal.dataspace.copernicus.eu/pag,中国国际航空股份有限公司,航空,绿色
