SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
002092.SZ,002092,中泰化学,10097478,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-27 00:00:00,2024-10-26 00:00:00,CNY,30288074709.46,-21.6914147481,30288074709.46,-21.6914147481,,,,,,,,,,,31588566820.02,-15.1185506464,27660658607.35,-16.122001981,,,,,219870251.28,-6.6124578566,,,,,,,,,,,,,361130192.06,8.1668178308,1612319020.73,-9.538348734,951602344.5,-3.2440354195,,,782986404.1,-13.2462141405,773823198.99,-10.9565935005,95362257.45,211.5006783954,,,,,,,,,-210451477.03,-159.6530279994,-204748166.58,-156.4754689151,,,,,3611721.46,-32.2437360886,-15120907.69,20.7327123307,-17013644.69,60.1379109899,44637150.69,-14.3786636013,,,0.0,,-1494829267.82,-182.7335288938,12288789.67,89.5179568438,,,23902952.82,54.9913759057,,,,,0.0,,-1506443430.97,-183.7908285971,58699818.92,-77.5124050378,,,,,,,-1565143249.89,-201.8423178655,,,-1565143249.89,-201.8423178655,,,-1148906719.77,-199.4828025772,-416236530.12,-208.9766410491,-1180782040.54,-206.0717871517,,,,,-0.446,-199.4647636039,-0.446,-199.4647636039,24172323.26,-69.091050401,24172323.26,-69.091050401,,,,,,,-51895.48,-105.8676957263,,,-51895.48,-105.8676957263,,,,,,,,,24224218.74,-68.6703825016,,,,,,,,,,,,,,,24224218.74,-68.6703825016,,,,,,,,,-1540970926.63,-195.4140951594,-1124734396.51,-191.2130717631,-416236530.12,-208.9766410491,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-23 00:00:00,2024-08-15 00:00:00,CNY,20441864893.46,-27.0910266616,20441864893.46,-27.0910266616,,,,,,,,,,,21543891764.75,-19.1902463298,18873167829.21,-20.8770800788,,,,,114163062.23,145.0823327192,,,,,,,,,,,,,243707356.21,3.7772291615,1121385641.27,-10.0560281778,635255168.84,-2.812490913,,,556212706.99,-11.0379720003,528584330.35,-9.0196984014,67566834.37,308.119182495,,,,,,,,,-143775898.29,-144.29235221,-138071503.54,-141.1489917875,,,,,2481228.9,-63.99766157,-6062532.55,,-29284170.98,-61.2539565943,26920420.76,-25.3421880463,,,0.0,,-1251747823.45,-172.6798656953,4051415.17,-18.8818587453,,,8851761.23,-20.3819490839,,,,,0.0,,-1256548169.51,-173.2189067074,35109927.32,-81.9370430586,,,,,,,-1291658096.83,-184.8782605338,,,-1291658096.83,-184.8782605338,,,-932593939.3,-181.4171168055,-359064157.53,-195.4132236192,-974367234.19,-187.5906326301,,,,,-0.3621,-181.4256802339,-0.3621,-181.4256802339,29155859.0,-20.7475533781,29155859.0,-20.7475533781,,,,,,,-51895.48,-105.8676957263,,,-51895.48,-105.8676957263,,,,,,,,,29207754.48,-18.6507898155,,,,,,,,,,,,,,,29207754.48,-18.6507898155,,,,,,,,,-1262502237.83,-181.0040979949,-903438080.3,-176.4174514772,-359064157.53,-195.4132236192,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-27 00:00:00,2024-04-30 00:00:00,CNY,10706407934.32,-26.0265262567,10706407934.32,-26.0265262567,,,,,,,,,,,11147994242.59,-20.5749142762,9827539397.44,-22.5285567723,,,,,22790996.01,-10.4710260266,,,,,,,,,,,,,149005019.6,43.7628520414,571967067.8,1.0767625565,329324784.92,-6.1275945038,,,247366976.82,-18.8139965998,245471609.04,-13.0279815912,27261827.84,342.0604540314,,,,,,,,,-1547102.96,-100.8784748761,-1590572.43,-100.8741045184,,,,,2043082.28,1013.7104831314,-1602434.12,,3328903.84,123.7017983113,14643848.4,-28.6125119362,,,0.0,,-424720010.83,-173.2237021503,2265040.38,-43.3172774522,,,398667.06,-74.5416437143,,,,,0.0,,-422853637.51,-172.5977821487,22059947.58,-66.6616343196,,,,,,,-444913585.09,-186.1749697765,,,-444913585.09,-186.1749697765,,,-313937378.63,-170.9781196774,-130976206.46,-277.0203748388,-336214724.1,-179.0232337826,,,,,-0.1219,-170.9959231217,-0.1219,-170.9959231217,-10291587.29,-253.0982924399,-10291587.29,-253.0982924399,,,,,,,,,,,,,,,,,,,,,-10291587.29,-253.0982924399,,,,,,,,,,,,,,,-10291587.29,-253.0982924399,,,,,,,,,-455205172.38,-188.6689079656,-324228965.92,-173.7912100365,-130976206.46,-277.0203748388,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-31 00:00:00,2024-04-30 00:00:00,CNY,51662070248.48,-14.9646268741,51662070248.48,-14.9646268741,,,,,,,,,,,50443558469.26,-11.6044051866,44794725155.31,-13.866680557,,,,,444025729.21,479.2839409783,,,,,,,,,,,,,528863400.61,21.9653275606,2365962218.99,8.0846997049,1262019455.96,22.5321964197,,,1047962509.18,-21.2187107309,1154616452.82,-10.9339582238,145932212.91,201.8060611958,,,,,,,-4622280.0,-123.6174406267,315209840.7,168.5092336812,324887389.16,-19.445220823,,,,,6278209.88,0.5620898128,-122090097.04,2.2324614786,-17413581.27,85.6228952495,85948765.17,49.8188601206,,,0.0,,1481822636.66,-59.3186172488,8462468.26,-84.5107000086,,,79525819.41,89.4190928748,,,,,0.0,,1410759285.51,-61.4036060038,251716829.54,-56.2507866005,,,,,,,1159042455.97,-62.3662486386,,,1159042455.97,-62.3662486386,,,776275926.31,-71.8155624256,382766529.66,17.5848472563,669797631.45,-75.1221551804,,,,,0.3014,-74.5546644154,0.3014,-74.5546644154,55565407.31,946.1239589969,55840817.96,865.8084876496,-275410.65,-138.0037029409,,,,,-498047.6,-112.1808873695,,,-498047.6,-112.1808873695,,,,,,,,,56338865.56,595.0469342501,-5897300.43,-515.3640256239,,,,,,,,,,,,,62236165.99,586.2086212741,,,,,,,,,1214607863.28,-60.4777836934,832116744.27,-69.7079401837,382491119.01,17.2392390194,,,,,,,,,,,标准无保留意见
002092.SZ,002092,中泰化学,10097478,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-26 00:00:00,2024-07-02 00:00:00,CNY,38677846895.13,-8.4299403447,38677846895.13,-8.4299403447,,,,,,,,,,,37214923944.59,-5.9192591281,32977251795.01,-8.327418201,,,,,235438524.49,438.0079560176,,,,,,,,,,,,,333864117.76,15.2655362081,1782323225.55,13.4640714052,983507682.06,24.3065082638,,,902538599.72,1.628685762,869040425.8,0.8477012378,30613820.15,23.114195803,,,,,,,-4622280.0,-130.9199388192,352792614.37,2.3389753297,362543544.15,-17.9878460214,,,,,5330461.35,429.9672109927,-19075848.48,-1542.303397084,-42681267.12,-66.022168152,52133209.51,39.2164827007,,,0.0,,1806799840.17,-40.8751959617,6484234.99,-83.9828253428,,,15422117.96,1.4770474002,,,,,0.0,,1797861957.2,-41.6504737125,261032000.17,-31.2400508444,,,,,,,1536829957.03,-43.1133615485,,,1536829957.03,-43.1133615485,,,1154879727.96,-53.137479965,381950229.07,61.0474705436,1113191426.53,-53.5286852966,,,,,0.4484,-59.2104066224,0.4484,-59.2104066224,78204932.79,7363.0124765297,78204932.79,7363.0124765297,,,,,,,884426.91,435.003822463,,,884426.91,435.003822463,,,,,,,,,77320505.88,6325.14073138,,,,,,,,,,,,,,,77320505.88,11007.4766341429,,,,,,,,,1615034889.82,-40.1947248681,1233084660.75,-49.9422215773,381950229.07,61.0474705436,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-27 00:00:00,2024-07-02 00:00:00,CNY,28037515764.47,-8.8527876718,28037515764.47,-8.8527876718,,,,,,,,,,,26660014152.09,-6.7866069551,23852971867.07,-9.7814655181,,,,,46581514.45,105.398584683,,,,,,,,,,,,,234837023.67,48.3910246449,1246760198.1,19.977216874,653638697.82,71.6200360333,,,625224850.98,11.4503542444,580987665.53,-2.9073701617,16555662.48,-76.9675554933,,,,,,,-4622280.0,-130.9199388192,324606599.37,139.1422839736,335540428.92,-4.42437526,,,,,6891854.83,11711.804495093,0.0,,-18160280.59,24.1205731619,36058411.11,66.0121096548,,,0.0,,1722275917.1,-25.3835556478,4994462.53,53.8547524645,,,11117781.87,11.4876283257,,,,,0.0,,1716152597.76,-25.4315525664,194375303.19,-39.4852253913,,,,,,,1521777294.57,-23.1519926416,,,1521777294.57,-23.1519926416,,,1145451934.3,-34.3256297219,376325360.27,59.3892706158,1112410317.1,-35.850170606,,,,,0.4447,-45.2744277627,0.4447,-45.2744277627,36788591.7,1275.920759226,36788591.7,1275.920759226,,,,,,,884426.91,435.003822463,,,884426.91,435.003822463,,,,,,,,,35904164.79,1190.0514264557,,,,,,,,,,,,,,,35904164.79,1148.8439908951,,,,,,,,,1558565886.27,-21.1696706559,1182240526.0,-32.0945563415,376325360.27,59.3892706158,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-29 00:00:00,2024-07-02 00:00:00,CNY,14473306974.17,-34.9059082964,14473306974.17,-34.9059082964,,,,,,,,,,,14035860510.56,-34.1279854143,12685370231.91,-37.2574273187,,,,,25456558.92,187.6560324282,,,,,,,,,,,,,103646399.25,39.200772182,565873949.0,1.1355971698,350821717.18,96.4274387801,,,304691654.3,13.596332383,282242051.56,-1.2119178696,6166990.87,-81.5172422845,,,,,,,-40179750.0,-368.775455353,176112374.08,290.2255405793,181965931.6,37.7946641379,,,,,183448.24,579.9773104215,0.0,,-14044942.06,31.6292857774,20513186.27,35.7281099473,,,0.0,,580030780.14,-40.890301892,3995997.86,56.8090347355,,,1565957.58,-56.5397507532,,,,,0.0,,582460820.42,-40.5787838993,66169853.05,-53.9915684288,,,,,,,516290967.37,-38.2724278224,,,516290967.37,-38.2724278224,,,442301627.68,-39.7312006772,73989339.69,-27.8300072258,425463130.28,-41.4008086249,,,,,0.1717,-49.7806376133,0.1717,-49.7806376133,-2914652.24,-149.9514095601,-2914652.24,-149.9514095601,,,,,,,,,,,,,,,,,,,,,-2914652.24,-149.9514095601,,,,,,,,,,,,,,,-2914652.24,-149.9514095601,,,,,,,,,513376315.13,-39.0461336575,439386975.44,-40.6006311892,73989339.69,-27.8300072258,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-02-17 00:00:00,2024-07-02 00:00:00,CNY,60753623285.67,-27.0819618093,60753623285.67,-27.0819618093,,,,,,,,,,,57065692669.15,-31.3648528128,52006268242.06,-33.7301335074,,,,,76650792.09,182.1201597787,,,,,,,,,,,,,433617824.99,71.6261591679,2188989029.39,-15.577752529,1029949264.63,60.3441865215,,,1330217515.99,15.4719073968,1296359903.05,12.0154937038,48352976.19,10.2621023887,,,,,,,19571468.7,-77.2170128978,117392551.6,223.9454538829,403312370.14,2685.7375379267,,,,,6243117.95,-60.3133902034,-124877949.15,-2378.677444401,-121120222.55,-39.6976837277,57368454.88,-45.6451830824,,,0.0,,3642508037.95,1769.1822226897,54634284.73,528.6151393006,,,41984056.73,19.7373139995,,,,,0.0,,3655158265.95,2069.2399545601,575363097.94,167.8395287261,,,,,,,3079795168.01,6749.4041763627,,,3079795168.01,6749.4041763627,,,2754271481.42,1805.658264944,325523686.59,270.5669018986,2692345885.69,11994.7901324945,,,,,1.1845,1660.029717682,1.1845,1660.029717682,-6567052.82,87.8318369035,-7291747.07,86.5192270232,724694.25,499.7198829945,,,,,4088762.87,584.3180193024,,,4088762.87,584.3180193024,,,,,,,,,-11380509.94,79.1899140454,1419790.85,8.1793074357,,,,,,,,,,,,,-12800300.79,77.1422850047,,,,,,,,,3073228115.19,3164.4638136496,2746979734.35,2937.3081054843,326248380.84,271.0549313699,,,,,,,,,,,标准无保留意见
002092.SZ,002092,中泰化学,10097478,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2022-10-26 00:00:00,CNY,42238529756.03,-34.9943324068,42238529756.03,-34.9943324068,,,,,,,,,,,39556367859.88,-39.8150265182,35972862493.74,-42.3343108866,,,,,43761160.38,226.1382717582,,,,,,,,,,,,,289647824.27,64.4197478146,1570826080.43,-12.776385244,791195646.79,62.5164314735,,,888074654.27,2.5995627869,861735483.44,0.0796483958,24866198.37,-33.1203567376,,,,,,,14949188.7,-75.9235976446,344729476.95,637.4666715254,442060751.44,998.0969725427,,,,,1005809.65,-94.1941379882,1322596.1,101.5097110799,-25708173.55,-116.9784791423,37447584.15,-49.5083115325,,,0.0,,3055908378.15,572.2478272527,40483013.57,118.7542909097,,,15197641.59,-46.3827072825,,,,,0.0,,3081193750.13,569.0242664361,379627971.48,417.2798672869,,,,,,,2701565778.65,469.9121893261,,,2701565778.65,469.9121893261,,,2464399539.54,645.1602606242,237166239.11,185.22705489,2395437774.11,560.2319931753,,,,,1.0993,621.9848053181,1.0993,621.9848053181,-1076756.14,95.265405477,-1076756.14,95.265405477,,,,,,,165312.26,,,,165312.26,,,,,,,,,,-1242068.4,94.5385124585,-533192.2,,,,,,,,,,,,,,-708876.2,96.8830069787,,,,,,,,,2700489022.51,458.5980358771,2463322783.4,618.8206037555,237166239.11,185.22705489,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-18 00:00:00,2022-08-27 00:00:00,CNY,30760694757.74,-25.9580593621,30760694757.74,-25.9580593621,,,,,,,,,,,28601055364.71,-32.2055020666,26439103676.48,-33.8577006567,,,,,22678595.63,296.7940469187,,,,,,,,,,,,,158255544.25,42.4366148254,1039164126.81,-11.6711820897,380863862.36,17.25637004,,,560989559.18,-5.9847037073,598384930.45,-0.5531952862,71879745.44,137.4455635,,,,,,,14949188.7,-75.8725940887,135737851.95,-24.6629831983,351073225.87,1347.382155486,,,,,58347.18,-99.6548368792,,,-23933075.6,-195.6329086316,21720349.91,-57.3634207772,,,0.0,,2308172055.17,771.5821571107,3246219.21,-54.685274953,,,9972211.3,-42.8806704589,,,,,0.0,,2301446063.08,750.1507484473,321203052.39,509.7862411817,,,,,,,1980243010.69,586.9515187425,,,1980243010.69,586.9515187425,,,1744138435.51,732.8156074644,236104575.18,280.1697290726,1734081489.55,669.912278845,,,,,0.8126,732.8660436137,0.8126,732.8660436137,-3128492.41,-122.2854395663,-3128492.41,-122.2854395663,,,,,,,165312.26,,,,165312.26,,,,,,,,,,-3293804.67,-123.4630215761,129408.42,,,,,,,,,,,,,,-3423213.09,-124.3848468981,,,,,,,,,1977114518.28,603.5657095856,1741009943.1,765.5814220432,236104575.18,280.1697290726,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-29 00:00:00,2022-04-29 00:00:00,CNY,22234440323.81,40.4046614467,22234440323.81,40.4046614467,,,,,,,,,,,21307774779.38,32.7837193175,20218122543.92,35.094467787,,,,,8849652.38,98.2777696123,,,,,,,,,,,,,74458207.11,44.9774771005,559520055.09,-3.5989186206,178601176.78,5.8554114703,,,268223144.1,-2.8570818216,285704556.13,4.0570082074,33366183.58,233.0115976874,,,,,,,14949188.7,-9.3318718496,45130919.37,-81.1402091351,132055862.06,36254.7622510333,,,,,-38220.19,,,,-20542336.32,-299.2361618945,15113439.86,15.0219279845,,,0.0,,981278535.85,1160.8447617849,2548321.19,20.0735714146,,,3603195.12,-72.1372307888,,,,,0.0,,980223661.92,1362.6397736347,143821144.93,130.2628091624,,,,,,,836402516.99,18250.7244939229,,,836402516.99,18250.7244939229,,,733881598.19,2529.7577859248,102520918.8,539.0816553457,726056316.3,2480.1763375997,,,,,0.3419,2530.0,0.3419,2530.0,5834974.96,-60.57069053,5834974.96,-60.57069053,,,,,,,,,,,,,,,,,,,,,5834974.96,-60.57069053,,,,,,,,,,,,,,,5834974.96,-60.57069053,,,,,,,,,842237491.95,4251.1993876805,739716573.15,1632.1388322365,102520918.8,539.0816553457,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-10 00:00:00,2024-07-02 00:00:00,CNY,83317687630.01,0.2434819306,83317687630.01,0.2434819306,,,,,,,,,,,83143542350.82,0.730367643,78476494664.26,1.5939460651,,,,,27169555.04,-54.6465152369,,,,,,,,,,,,,252652525.17,-6.1138224713,2592905418.85,-5.9111267896,642336518.07,-23.3551224705,,,1151983669.43,-16.0704611747,1157304101.59,-13.9102895123,43852760.96,18.0100061788,,,,,,,85903874.73,234.9536064567,-94713075.73,-136.6600995709,-15597575.71,81.8798561728,,,,,15731043.75,331.4967252449,-5038087.93,79.0874435867,-86701668.43,-104.5324664862,105544380.67,143.1785386586,,,0.0,,194871746.25,-56.8405890896,8691213.64,-5.37128982,,,35063469.63,440.8731546252,,,,,0.0,,168499490.26,-62.9033895417,214816349.43,-3.5196970977,,,,,,,-46316859.17,-120.0016700843,,,-46316859.17,-120.0016700843,,,144531237.95,-62.2888521397,-190848097.12,-25.8114890857,22260377.04,-93.5909316936,,,,,0.0673,-62.3180291153,0.0673,-62.3180291153,-53969138.71,-939.5384223115,-54089977.5,-987.7952447284,120838.79,-64.0158708156,,,,,597494.55,145.736862948,,,597494.55,145.736862948,,,,,,,,,-54687472.05,-839.1205068448,1312442.17,250.1693017515,,,,,,,,,,,,,-55999914.22,-776.9023699086,,,,,,,,,-100285997.88,-142.1381443711,90441260.45,-76.771294541,-190727258.33,-26.0107852583,,,,,,,,,,,标准无保留意见
002092.SZ,002092,中泰化学,10097478,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-28 00:00:00,2021-10-29 00:00:00,CNY,64976687910.27,0.7165851834,64976687910.27,0.7165851834,,,,,,,,,,,65724657786.65,2.8453562752,62381743887.61,3.8928731977,,,,,13417977.64,-54.8233274813,,,,,,,,,,,,,176163647.08,-10.8852244976,1800918346.28,-9.0527875159,486840401.07,-18.7766159011,,,865573526.97,-17.9592503811,861049671.19,-17.2154395782,37180518.85,70.0942807318,,,,,,,62090625.0,3763.1529110534,46745092.39,494.8066165972,-49221939.83,22.0289402638,,,,,17324036.43,631.5343567276,-87605908.02,-52339.5326587965,-11848259.63,-122.9417532612,74165838.55,167.7980616336,,,0.0,,-647098451.66,-195.7108680553,18506157.48,289.3240831201,,,28344664.23,406.5130229919,,,,,0.0,,-656936958.41,-197.2873102183,73389280.25,-74.0695942551,,,,,,,-730326238.66,-286.1982345072,,,-730326238.66,-286.1982345072,,,-452050473.51,-204.2917537431,-278275765.15,-575.1403437929,-520484844.52,-226.4074474625,,,,,-0.2106,-204.309063893,-0.2106,-204.309063893,-22742309.5,-62.9015142931,-22742309.5,-67.7352606582,,,,,,,,,,,,,,,,,,,,,-22742309.5,-735.8496805828,,,,,,,,,,,,,,,-22742309.5,-735.8496805828,,,,,,,,,-753068548.16,-299.0824331101,-474792783.01,-213.0756504114,-278275765.15,-568.6141022703,,,,,,,,,,,
002092.SZ,002092,中泰化学,10097478,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-26 00:00:00,2021-08-18 00:00:00,CNY,41544960184.38,2.7020322048,41544960184.38,2.7020322048,,,,,,,,,,,42187871046.4,5.7990974694,39973064043.72,7.0219843238,,,,,5715457.63,-69.2446721212,,,,,,,,,,,,,111105943.12,-4.2170876803,1176472357.94,-11.6531215017,324812939.57,-12.0042784419,,,596700304.42,-13.4926916361,601713581.62,-10.9227592827,30272094.53,85.8357574131,,,,,,,61959370.0,3755.4092760788,180174179.59,1328.2567332286,-28144801.04,52.9070592021,,,,,16904233.53,647.2317039172,-35787586.51,-10.2626006517,25025983.15,-34.8989369738,50942993.8,186.2472379509,,,0.0,,-343691688.46,-158.6343160299,7163718.21,161.5478783009,,,17458558.04,419.7234920057,,,,,0.0,,-353986528.29,-160.454599539,52674696.59,-76.9237121706,,,,,,,-406661224.88,-213.8221364582,,,-406661224.88,-213.8221364582,,,-275615584.53,-173.7904852171,-131045640.35,-707.2689380893,-304271649.15,-185.1243226684,,,,,-0.1284,-173.7931034483,-0.1284,-173.7931034483,14038280.02,161.9486763336,14038280.02,163.0683685567,,,,,,,,,,,,,,,,,,,,,14038280.02,373.9875024844,,,,,,,,,,,,,,,14038280.02,373.9875024844,,,,,,,,,-392622944.86,-217.3351476686,-261577304.51,-174.4699450777,-131045640.35,-687.7457530746,,,,,,,,,,,
